title,price,phoneContact,companyName,location,imageLink
4 Bedroom Terraced Duplex,"₦170,000,000","""09169112315""",Transcendent Realty,"Ikate, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299312/0666736a10efee-4-bedroom-terraced-duplex-terraced-duplexes-for-sale-ikate-lekki-lagos.jpg
Detached House On 1221 Sqm Of Land,"₦1,500,000,000","""08036176437""",Posh Properties,"Adeola Hopewell, Victoria Island (VI), Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299311/0666736f27d19f-detached-house-on-1221-sqm-of-land-detached-duplexes-for-sale-victoria-island-lagos.jpeg
4 Bedroom Terraced Duplex,"₦120,000,000","""09169112315""",Transcendent Realty,"Ikate, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299310/066673643a4a29-4-bedroom-terraced-duplex-terraced-duplexes-for-sale-ikate-lekki-lagos.jpg
4 Bedroom Terraced Duplex,"₦90,000,000","""09169112315""",Transcendent Realty,"Lekki Phase 1, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299309/0666735e0b51f0-4-bedroom-terraced-duplex-terraced-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpg
5 Bedroom Terraced Duplex,"₦140,000,000","""09169112315""",Transcendent Realty,"Ikate, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299306/06667357f870d7-5-bedroom-terraced-duplex-terraced-duplexes-for-sale-ikate-lekki-lagos.jpg
5 Bedrooms Fully Detached Duplex,"₦450,000,000","""08102386902""",Kniffy The Realtor,"Osapa, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299305/0666735de9c98a-5-bedroom-fully-detached-duplex-detached-duplexes-for-sale-osapa-lekki-lagos.jpeg
4 Bedroom Terraced Duplex,"₦85,000,000","""09169112315""",Transcendent Realty,"Lekki Phase 1, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299304/06667352524239-4-bedroom-terraced-duplex-terraced-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpg
4 Bedroom Semi Detached Duplex,"₦95,000,000","""09169112315""",Transcendent Realty,"Abraham Adesanya, Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299302/0666734caa7768-4-bedroom-semi-detached-duplex-semi-detached-duplexes-for-sale-ajah-lagos.jpg
4 Bedroom Semi-detached Duplex,"₦140,000,000","""09169112315""",Transcendent Realty,"Orchid Road, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299300/066673472cb8d3-4-bedroom-semi-detached-duplex-semi-detached-duplexes-for-sale-lekki-lagos.jpg
4 Bedroom Terraced Duplex,"₦85,000,000","""09169112315""",Transcendent Realty,"Abraham Adesanya, Ajah, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299297/0666734158acf9-4-bedroom-terraced-duplex-terraced-duplexes-for-sale-ajah-lagos.jpg
4 Bedroom Semi-detached Duplex,"₦125,000,000","""09169112315""",Transcendent Realty,"Orchid Road, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299295/0666733b7c26fb-4-bedroom-semi-detached-duplex-semi-detached-duplexes-for-sale-lekki-lagos.jpg
4 Bedroom Fully Detached Duplex,"₦130,000,000","""09169112315""",Transcendent Realty,"Orchid Road, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299293/066673358905ed-4-bedroom-fully-detached-duplex-detached-duplexes-for-sale-lekki-lagos.jpg
2 Bedroom Beach Apartment,"₦69,900,000","""08060476547""",Arise And Shine Enterprise,"Okun, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299292/066673343d8859-2-bedroom-beach-apartment-block-of-flats-for-sale-lekki-lagos.jpg
Luxurious 4 Bedrooms Terrace Duplex,"₦180,000,000","""08169241516""",Cgo Global Properties,"Chevron, Lekki, Lagos",https://images.nigeriapropertycentre.com/properties/images/thumbs/2299288/0666732b99af83-luxurious-4-bedrooms-terrace-duplex-terraced-duplexes-for-sale-lekki-lagos.jpeg
